timestamp,rpm,temperature,vibration
5329,707.28,85.56,3.66
5330,699.54,85.73,2.99
5331,704.7,86.28,4.15
5332,663.72,87.42,4.49
5333,708.76,84.09,3.24
5334,711.03,86.61,3.62
5335,717.91,86.48,3.19
5336,718.82,84.87,3.64
5337,695.72,86.5,3.0
5338,693.39,84.79,3.33
5339,698.57,87.45,3.73
5340,704.29,86.2,2.75
5341,701.2,85.26,2.91
5342,685.56,85.79,2.97
5343,693.95,84.51,3.22
5344,710.14,86.02,3.06
5345,698.02,84.02,3.13
5346,674.59,84.99,3.92
5347,712.26,84.44,3.18
5348,720.28,85.04,3.77
5349,706.63,84.46,4.55
5350,692.2,83.52,3.93
5351,681.3,84.7,2.98
5352,703.05,86.66,3.49
5353,708.24,82.95,3.76
5354,675.42,84.33,4.25
5355,707.56,85.59,3.84
5356,688.56,85.48,3.51
5357,691.05,86.57,3.66
5358,656.14,85.39,4.05
5359,703.2,88.62,3.23
5360,686.24,87.96,2.36
5361,725.83,85.56,3.75
5362,715.27,86.06,3.78
5363,690.25,85.57,2.59
5364,690.99,85.54,3.37
5365,692.89,86.79,3.1
5366,690.99,86.18,2.87
5367,702.07,86.92,3.82
5368,664.95,84.18,3.12
5369,717.55,86.06,3.43
5370,719.19,84.78,3.75
5371,709.6,84.29,3.66
5372,695.72,87.22,3.98
5373,741.7,85.39,4.3
5374,672.68,85.36,3.51
5375,698.74,87.26,3.94
5376,709.2,86.45,3.85
5377,691.75,86.68,3.84
5378,672.96,84.72,3.17
5379,727.66,83.57,3.92
5380,701.86,86.64,3.48
5381,689.58,86.45,3.99
5382,709.39,85.47,3.67
5383,696.75,86.38,3.18
5384,679.56,84.84,3.08
5385,713.91,83.91,3.46
5386,676.01,84.54,2.49
5387,690.28,86.22,4.33
5388,703.15,84.96,3.77
5389,703.79,85.74,3.48
5390,708.66,85.5,3.21
5391,709.72,85.17,3.91
5392,695.73,87.02,2.91
5393,648.86,84.3,3.1
5394,678.71,84.2,3.48
5395,691.52,86.08,3.87
5396,725.5,85.49,4.01
5397,690.36,86.46,3.75
5398,690.56,83.8,3.3
5399,662.89,84.64,2.75
5400,691.64,84.57,3.34
5401,714.33,86.52,3.73
5402,699.59,84.52,4.33
5403,676.12,85.74,3.65
5404,744.98,84.6,3.01
5405,687.61,86.12,3.38
5406,698.61,86.04,3.12
5407,676.3,86.25,4.27
5408,682.68,86.84,3.72
5409,711.94,84.98,3.13
5410,713.8,85.72,3.43
5411,688.89,85.92,3.18
5412,721.34,86.26,2.73
5413,703.02,84.87,3.69
5414,703.1,86.16,3.46
5415,695.19,85.51,3.14
5416,716.64,86.67,4.03
5417,690.53,85.13,3.48
5418,716.72,85.94,4.28
5419,698.98,84.84,3.04
5420,694.3,86.07,3.53
5421,686.45,85.17,3.92
5422,700.51,86.62,3.64
5423,702.36,85.39,2.78
5424,694.25,85.42,3.31
5425,693.59,85.75,3.11
5426,696.99,85.58,3.51
5427,704.41,86.62,3.2
5428,722.99,85.14,3.81
5429,694.73,85.8,3.51
5430,688.46,87.34,3.65
5431,693.64,84.9,3.32
5432,692.87,85.01,2.29
5433,721.92,84.94,3.77
5434,707.27,85.43,3.4
5435,676.23,86.28,3.49
5436,676.71,86.68,3.35
5437,710.8,85.17,3.52
5438,715.67,87.21,3.99
5439,717.3,86.46,2.38
5440,696.55,85.4,3.54
5441,709.7,85.26,3.26
5442,696.41,84.18,3.78
5443,706.75,86.06,2.94
5444,684.74,86.02,3.44
5445,708.02,84.92,3.63
5446,695.61,84.33,3.09
5447,710.14,85.56,4.02
5448,696.83,84.77,3.96
5449,701.89,86.46,3.62
5450,724.38,87.06,3.16
5451,684.0,85.71,3.15
5452,709.3,86.18,3.35
5453,710.66,86.43,3.05
5454,686.43,85.85,3.7
5455,703.48,85.35,3.44
5456,705.52,85.85,3.49
5457,726.98,87.0,2.71
5458,697.41,83.87,3.33
5459,692.51,84.79,4.48
5460,683.52,85.1,3.12
5461,696.86,84.8,2.75
5462,687.28,85.54,2.91
5463,684.02,83.61,3.4
5464,684.28,84.29,2.95
5465,711.36,85.39,3.81
5466,688.11,84.53,3.03
5467,701.27,85.38,3.2
5468,699.19,85.15,3.34
5469,709.73,86.33,3.19
5470,694.01,89.73,3.38
5471,717.06,84.95,2.91
5472,715.34,83.75,3.71
5473,694.37,85.48,4.03
5474,681.43,86.27,3.72
5475,717.29,85.64,3.68
5476,690.1,86.45,3.32
5477,713.89,84.51,3.99
5478,715.99,86.49,3.26
5479,746.62,84.5,3.37
5480,686.3,85.61,2.73
5481,681.45,85.33,3.41
5482,722.96,85.32,3.17
5483,709.43,84.24,3.36
5484,685.63,85.92,4.32
5485,688.91,85.69,3.19
5486,706.52,83.31,3.61
5487,687.36,85.69,3.23
5488,710.01,85.5,4.17
5489,687.05,84.91,3.68
5490,723.23,84.53,3.74
5491,715.38,87.24,3.09
5492,678.91,87.21,4.23
5493,717.46,84.61,2.99
5494,715.75,87.66,2.65
5495,718.04,87.18,3.4
5496,710.9,85.71,3.05
5497,715.02,86.7,3.35
5498,703.3,85.1,2.58
5499,717.91,83.99,3.59
5500,693.23,86.19,3.94
5501,691.04,86.43,3.15
5502,669.58,86.71,4.01
5503,688.82,84.65,3.78
5504,703.45,85.26,2.94
5505,705.83,85.32,2.94
5506,711.11,85.11,3.69
5507,679.81,84.77,3.43
5508,686.14,86.08,3.74
5509,704.94,87.67,3.6
5510,724.0,84.9,3.28
5511,706.99,83.63,4.02
5512,701.48,84.87,2.94
5513,686.28,85.88,3.32
5514,693.62,86.29,3.73
5515,711.65,85.21,3.0
5516,686.9,84.32,3.73
5517,717.67,86.92,3.83
5518,678.43,84.75,3.9
5519,719.72,86.2,3.61
5520,695.97,85.03,3.91
5521,702.44,84.86,3.41
5522,703.48,84.78,3.79
5523,680.6,85.0,3.44
5524,721.29,84.33,3.64
5525,684.72,86.83,3.48
5526,687.46,84.47,3.31
5527,707.62,86.54,3.45
5528,707.4,85.75,3.34
5529,708.33,84.86,3.91
5530,706.46,85.51,3.83
5531,719.3,84.0,3.84
5532,705.2,85.04,3.9
5533,711.47,86.38,3.47
5534,676.11,84.58,3.27
5535,710.25,84.92,4.24
5536,699.45,85.79,3.43
5537,686.57,86.41,4.38
5538,713.53,86.38,3.17
5539,698.37,86.09,2.79
5540,687.75,86.51,3.29
5541,698.32,85.31,3.79
5542,708.05,84.89,3.49
5543,719.53,85.37,3.89
5544,711.59,85.06,3.56
5545,715.7,85.61,3.44
5546,664.46,86.6,3.45
5547,699.27,87.96,3.75
5548,707.8,86.83,3.92
5549,687.84,85.98,4.03
5550,689.51,85.8,3.76
5551,706.87,86.6,3.33
5552,697.77,85.69,4.3
5553,676.42,86.74,3.29
5554,718.72,85.71,3.71
5555,692.93,86.62,3.54
5556,698.26,85.91,2.84
5557,687.85,86.2,3.86
5558,684.85,87.72,3.56
5559,687.76,86.28,3.47
5560,706.47,85.61,2.91
5561,688.37,85.39,3.2
5562,706.87,85.25,3.81
5563,689.3,85.21,3.75
5564,707.61,83.48,4.28
5565,682.27,84.62,4.14
5566,683.98,86.58,3.5
5567,694.99,85.16,4.27
5568,696.74,87.39,2.52
5569,681.97,83.58,4.25
5570,694.91,86.54,3.3
5571,710.5,83.75,3.25
5572,689.65,85.01,4.58
5573,702.75,86.15,3.9
5574,664.42,84.57,3.94
5575,706.3,85.72,3.69
5576,672.91,85.26,3.19
5577,701.13,85.33,3.51
5578,721.44,83.88,3.5
5579,706.3,84.14,3.02
5580,711.52,85.06,3.02
5581,708.65,86.27,4.2
5582,697.66,84.06,4.31
5583,707.81,86.14,3.83
5584,682.76,86.46,3.7
5585,690.89,86.11,3.61
5586,709.36,86.47,4.32
5587,702.51,85.99,3.08
5588,693.6,84.65,3.61
5589,699.75,86.29,3.53
5590,693.03,86.98,2.71
5591,713.34,84.13,3.68
5592,707.5,84.73,3.82
5593,692.29,84.95,3.46
5594,701.52,85.27,3.4
5595,720.38,85.08,3.27
5596,718.96,86.14,2.77
5597,714.13,86.99,4.43
5598,683.75,86.19,3.19
5599,691.61,85.46,3.82
5600,676.03,85.77,3.25
5601,667.99,83.44,3.36
5602,709.81,85.64,3.78
5603,684.76,84.79,3.48
5604,711.08,83.94,3.38
5605,703.0,85.94,3.79
5606,701.75,86.27,4.07
5607,684.28,85.19,3.01
5608,677.78,85.12,3.82
5609,695.34,86.75,3.31
5610,712.44,84.62,3.86
5611,695.44,84.37,4.33
5612,718.29,84.0,2.52
5613,704.63,83.98,3.75
5614,683.35,85.08,3.74
5615,688.78,86.55,2.79
5616,700.81,86.42,3.69
5617,733.31,84.79,3.37
5618,685.46,84.98,4.01
5619,709.92,85.45,2.64
5620,687.02,84.79,2.6
5621,691.84,85.58,3.96
5622,683.55,85.44,3.24
5623,705.69,85.26,4.01
5624,684.28,85.8,3.67
5625,714.87,85.79,3.41
5626,686.83,86.44,2.97
5627,689.91,87.12,3.69
5628,709.41,84.81,4.1
5629,696.0,84.2,3.88
5630,709.24,87.04,3.57
5631,691.45,83.83,3.42
5632,685.23,84.73,3.69
5633,713.03,85.96,4.12
5634,715.62,85.54,3.53
5635,692.32,85.98,4.06
5636,711.34,85.6,4.29
5637,701.89,85.05,2.64
5638,705.12,85.12,3.05
5639,700.57,85.41,3.91
5640,697.25,85.42,4.41
5641,686.69,86.88,3.18
5642,691.23,86.33,3.54
5643,708.13,83.65,3.22
5644,681.02,85.0,3.27
5645,691.11,84.07,3.35
5646,687.56,87.52,3.23
5647,687.29,87.57,3.76
5648,683.65,86.56,3.44
5649,696.0,83.9,3.59
5650,704.1,85.7,4.28
5651,695.67,86.49,3.41
5652,695.65,86.02,2.57
5653,722.42,86.05,3.67
5654,690.67,85.29,4.64
5655,695.68,87.13,2.48
5656,695.6,84.95,3.59
5657,699.95,86.7,3.06
5658,701.69,86.31,3.55
5659,664.16,84.25,4.17
5660,705.31,86.56,2.98
5661,709.13,85.42,3.09
5662,710.19,84.92,3.66
5663,718.57,85.4,4.9
5664,722.83,86.33,3.32
5665,693.73,85.77,3.3
5666,711.38,84.29,3.95
5667,684.78,86.57,4.24
5668,710.99,85.8,4.0
5669,714.85,84.88,2.97
5670,696.01,86.6,3.77
5671,675.55,86.23,3.76
5672,701.76,84.63,3.6
5673,682.9,84.16,3.44
5674,709.12,85.08,3.53
5675,688.38,84.44,2.85
5676,711.73,85.22,3.9
5677,690.52,86.04,4.09
5678,703.36,84.99,3.83
5679,698.36,85.51,3.17
5680,697.65,86.5,3.83
5681,689.61,85.61,3.4
5682,706.48,85.71,3.3
5683,715.97,85.42,3.74
5684,704.14,87.7,3.37
5685,707.38,86.41,3.46
5686,662.25,87.06,3.4
5687,712.69,85.34,3.35
5688,720.58,86.35,3.73
5689,699.45,85.09,3.52
5690,684.66,84.32,2.38
5691,701.99,83.52,3.64
5692,704.27,84.98,3.53
5693,686.26,84.19,2.6
5694,713.7,85.53,3.62
5695,689.64,85.85,2.85
5696,687.72,85.76,4.1
5697,716.6,85.07,3.58
5698,659.18,85.94,2.88
5699,719.41,84.89,3.57
5700,692.96,84.93,3.58
5701,726.33,85.48,4.12
5702,697.36,85.09,4.06
5703,718.28,84.4,3.07
5704,707.23,86.88,2.83
5705,711.73,86.25,3.11
5706,700.35,86.24,2.93
5707,705.33,86.5,4.12
5708,720.89,84.29,3.32
5709,693.56,85.63,3.2
5710,678.47,86.75,3.7
5711,702.96,84.84,3.52
5712,691.75,86.2,4.03
5713,715.76,85.83,3.1
5714,691.45,85.83,3.62
5715,715.53,86.9,4.42
5716,715.18,85.2,3.57
5717,703.6,84.84,3.97
5718,687.34,86.38,3.29
5719,690.62,85.4,3.9
5720,702.28,85.42,3.26
5721,715.64,86.32,2.17
5722,700.46,85.29,2.8
5723,688.34,85.54,3.38
5724,704.53,86.2,3.46
5725,717.73,85.51,3.61
5726,686.32,84.17,3.28
5727,708.48,86.09,3.18
5728,689.85,85.56,2.7
5729,679.15,85.5,2.58
5730,702.92,87.84,3.94
5731,687.11,83.56,3.89
5732,702.73,86.35,3.86
5733,700.87,84.49,3.62
5734,678.62,84.9,2.59
5735,705.96,84.7,4.54
5736,692.15,84.76,3.66
5737,725.93,84.9,3.79
5738,686.89,86.28,3.82
5739,709.04,85.75,3.28
5740,723.1,83.15,3.11
5741,681.48,85.85,3.5
5742,712.28,85.95,2.69
5743,693.5,86.64,3.74
5744,704.82,85.57,3.95
5745,688.54,85.6,3.62
5746,700.62,85.88,3.34
5747,695.11,87.0,3.28
5748,706.22,86.28,3.23
5749,717.24,86.02,3.34
5750,688.29,84.02,3.5
5751,688.43,85.1,3.77
5752,694.1,84.23,3.19
5753,701.41,86.06,3.13
5754,677.73,85.41,4.06
5755,699.33,86.12,2.88
5756,730.09,84.27,3.11
5757,712.69,84.8,3.68
5758,709.95,86.56,3.67
5759,715.44,86.72,2.87
5760,712.41,85.58,2.8
5761,703.83,87.38,2.82
5762,697.84,86.07,3.95
5763,677.58,85.59,3.93
5764,703.36,84.86,3.45
5765,688.98,85.42,4.05
5766,688.4,85.35,3.72
5767,679.92,88.2,2.7
5768,716.88,85.93,3.38
5769,693.47,86.3,3.67
5770,704.66,85.13,2.59
5771,702.2,85.88,3.9
5772,697.76,84.71,2.83
5773,691.24,85.62,2.91
5774,691.81,86.37,2.97
5775,703.14,86.82,3.38
5776,709.54,86.23,3.78
5777,685.47,86.93,3.36
5778,702.82,86.45,3.34
5779,691.51,85.48,4.7
5780,700.4,85.26,3.55
5781,727.44,84.59,2.89
5782,673.34,84.49,3.2
5783,698.44,86.03,3.28
5784,688.53,84.42,3.35
5785,702.3,85.05,3.62
5786,710.26,85.99,3.3
5787,712.68,83.87,3.13
5788,717.68,86.12,3.96
5789,676.78,86.8,2.73
5790,690.63,85.6,4.27
5791,707.38,84.03,3.07
5792,710.37,86.02,3.4
5793,689.84,87.04,3.53
5794,690.54,85.49,3.41
5795,701.7,86.22,3.72
5796,704.59,86.49,2.84
5797,706.77,84.69,3.45
5798,659.47,86.46,4.05
5799,669.39,84.97,3.94
5800,694.05,86.71,3.72
5801,692.11,85.52,3.78
5802,709.11,85.51,3.28
5803,686.6,85.61,2.98
5804,695.92,85.34,2.67
5805,679.79,85.26,3.27
5806,710.93,85.03,2.85
5807,700.07,84.6,4.86
5808,738.62,86.26,4.46
5809,705.58,84.74,2.91
5810,695.48,84.43,3.89
5811,702.71,85.58,3.27
5812,695.75,85.39,3.71
5813,719.96,85.28,3.48
5814,717.2,82.23,3.81
5815,700.94,84.78,3.68
5816,704.82,84.98,3.82
5817,713.78,84.5,3.81
5818,705.01,85.62,3.34
5819,691.09,87.19,3.12
5820,714.43,85.27,3.8
5821,699.73,82.96,3.64
5822,691.81,83.87,3.67
5823,687.6,84.85,2.6
5824,682.47,85.64,3.65
5825,707.47,87.42,3.2
5826,693.84,84.68,3.6
5827,685.39,85.36,4.12
5828,708.82,85.79,3.44
5829,688.56,86.95,2.55
5830,691.35,85.32,3.52
5831,679.26,86.78,3.62
5832,694.51,85.33,3.02
5833,685.63,85.37,4.22
5834,724.65,86.62,3.7
5835,722.98,85.62,3.44
5836,688.94,85.91,3.53
5837,712.61,85.5,3.43
5838,693.05,87.4,3.66
5839,698.39,84.57,3.44
5840,711.65,84.26,3.8
5841,689.18,87.09,3.43
5842,704.56,85.34,4.07
5843,720.16,85.22,4.4
5844,715.67,87.32,3.38
5845,716.93,85.87,3.6
5846,713.93,85.33,4.07
5847,688.79,84.93,3.13
5848,678.29,83.43,3.37
5849,727.32,86.16,3.56
5850,709.5,84.37,3.26
5851,704.35,85.35,3.14
5852,701.62,86.81,3.17
5853,713.28,84.23,4.33
5854,709.4,84.64,3.66
5855,705.53,86.08,3.17
5856,698.46,85.19,3.8
5857,688.07,84.56,3.51
5858,703.76,85.3,2.9
5859,731.27,85.2,2.12
5860,707.0,84.93,2.83
5861,678.17,84.28,4.41
5862,700.78,84.93,3.72
5863,699.18,86.41,3.14
5864,685.44,85.18,3.47
5865,683.12,84.65,4.25
5866,677.16,86.04,3.38
5867,706.47,83.59,3.24
5868,694.32,84.24,2.88
5869,687.68,85.61,3.26
5870,691.41,84.78,4.15
5871,707.05,85.49,4.68
5872,716.02,86.31,3.51
5873,707.83,86.29,3.42
5874,691.3,86.34,3.87
5875,684.74,87.04,2.8
5876,707.24,86.41,3.61
5877,669.73,85.99,3.62
5878,721.37,86.82,3.35
5879,722.16,86.13,3.43
5880,714.58,86.16,3.57
5881,695.73,85.23,3.61
5882,686.73,85.4,3.34
5883,688.71,88.6,3.65
5884,715.01,84.6,4.46
5885,725.18,83.51,3.51
5886,681.33,85.47,3.96
5887,705.58,85.86,3.78
5888,710.26,87.83,2.9
5889,702.98,86.39,3.47
5890,711.75,84.47,3.16
5891,705.82,85.15,3.83
5892,680.77,84.37,3.52
5893,690.48,85.12,2.85
5894,691.84,85.9,3.84
5895,691.49,85.35,3.49
5896,692.13,85.93,3.0
5897,685.84,88.14,3.94
5898,700.53,86.78,2.18
5899,716.13,84.57,3.39
5900,716.46,85.22,3.69
5901,675.98,84.4,2.87
5902,683.08,85.67,4.01
5903,698.23,84.67,3.68
5904,711.84,82.93,3.74
5905,681.93,84.91,3.12
5906,704.91,84.22,2.58
5907,720.87,86.38,2.74
5908,680.65,85.33,4.14
5909,698.98,86.39,3.58
5910,699.27,84.81,3.82
5911,698.13,85.8,2.85
5912,693.15,82.91,3.68
5913,702.65,87.09,2.76
5914,722.0,83.71,3.77
5915,675.14,85.13,3.28
5916,715.68,83.88,3.83
5917,667.32,85.38,3.42
5918,680.57,84.66,3.84
5919,708.46,84.12,3.58
5920,710.0,85.85,3.85
5921,708.33,87.66,4.04
5922,677.22,84.4,2.49
5923,699.7,85.97,2.89
5924,704.53,85.36,2.98
5925,698.99,84.94,4.3
5926,695.3,87.28,3.28
5927,689.22,84.05,4.24
5928,722.15,84.88,3.34
5929,696.15,85.27,4.14
5930,696.4,85.46,4.23
5931,698.13,86.17,4.17
5932,723.11,84.42,3.9
5933,697.26,85.05,3.52
5934,698.57,87.9,3.27
5935,718.06,85.31,4.21
5936,726.32,84.01,3.64
5937,704.24,84.57,3.32
5938,708.84,85.4,3.16
5939,674.95,83.63,3.85
5940,706.86,85.24,3.78
5941,715.98,84.57,3.35
5942,702.21,84.49,3.03
5943,710.53,85.14,4.28
5944,704.81,86.37,3.95
5945,691.63,85.15,2.89
5946,675.39,84.96,3.67
5947,715.71,84.93,4.7
5948,714.53,86.62,4.03
5949,708.78,86.32,3.6
5950,700.9,85.5,3.91
5951,697.77,85.19,4.41
5952,673.35,84.22,3.28
5953,686.96,85.43,3.61
5954,683.76,86.24,3.5
5955,681.57,85.77,3.57
5956,649.93,84.47,3.65
5957,699.82,84.88,3.58
5958,702.98,85.54,2.72
5959,681.8,83.93,3.84
5960,666.58,83.81,3.17
5961,695.1,85.58,4.13
5962,683.06,83.38,3.37
5963,711.58,86.83,3.99
5964,718.2,86.48,3.55
5965,704.49,86.25,3.17
5966,686.36,86.05,3.65
5967,724.11,86.19,2.81
5968,709.89,84.97,3.06
5969,715.19,85.39,2.69
5970,694.97,86.91,3.41
5971,695.54,86.13,3.43
5972,699.15,86.52,3.07
5973,698.63,86.93,4.67
5974,696.58,84.1,3.7
5975,683.16,86.14,3.3
5976,727.19,85.44,4.15
5977,719.24,86.84,3.09
5978,690.38,84.38,2.55
5979,710.31,86.52,4.19
5980,689.78,85.1,3.96
5981,693.06,84.95,3.76
5982,697.73,86.11,4.27
5983,718.65,85.03,3.35
5984,681.85,84.04,4.17
5985,692.36,86.27,3.59
5986,699.53,84.21,3.16
5987,711.16,85.72,3.87
5988,695.55,85.54,3.31
5989,689.79,84.88,3.87
5990,704.79,86.59,3.26
5991,715.25,86.22,3.58
5992,677.84,85.97,3.5
5993,724.23,88.42,3.15
5994,707.65,83.43,3.53
5995,688.26,87.09,3.24
5996,702.81,84.19,3.33
5997,692.35,86.33,4.65
5998,719.01,85.73,4.04
5999,717.57,85.38,3.79
6000,701.96,84.33,3.36
6001,691.8,85.9,3.82
6002,693.63,85.64,3.23
6003,683.46,86.21,3.02
6004,726.72,86.44,4.78
6005,678.98,85.12,3.3
6006,692.52,86.03,3.9
6007,712.1,83.55,3.76
6008,663.32,85.95,3.92
6009,713.99,86.79,2.67
6010,695.09,86.07,3.63
6011,688.56,84.57,3.34
6012,710.76,86.16,4.24
6013,715.97,84.55,3.01
6014,686.06,86.03,3.43
6015,706.93,86.04,3.54
6016,683.33,85.31,3.83
6017,710.98,83.65,3.68
6018,705.19,85.51,3.06
6019,714.41,86.83,3.25
6020,720.47,85.85,3.14
6021,681.57,84.65,2.52
6022,703.17,85.68,3.3
6023,710.54,85.83,2.92
6024,722.62,86.15,3.61
6025,724.49,85.22,4.29
6026,696.6,85.49,2.6
6027,693.03,85.44,3.55
6028,738.05,85.96,2.92
6029,706.06,86.63,4.0
6030,702.75,87.04,3.39
6031,680.18,84.93,3.35
6032,709.09,86.12,3.83
6033,703.68,86.94,3.12
6034,730.45,85.15,3.47
6035,699.4,85.69,4.45
6036,713.19,86.64,3.22
6037,690.81,84.37,3.55
6038,701.64,84.57,3.26
6039,678.28,86.18,3.62
6040,688.26,84.32,3.08
6041,718.37,86.02,3.09
6042,683.78,86.45,3.06
6043,703.04,85.28,3.61
6044,686.18,86.24,3.59
6045,690.17,86.24,3.37
6046,687.53,84.35,2.97
6047,704.45,84.69,3.54
6048,671.15,85.8,2.84
6049,726.08,85.43,4.12
6050,723.85,85.73,2.89
6051,698.82,85.87,3.51
6052,699.18,85.98,4.16
6053,672.41,85.7,4.02
6054,707.06,85.65,2.69
6055,702.11,84.37,3.92
6056,689.07,86.48,4.22
6057,702.85,86.25,3.66
6058,710.22,86.21,4.39
6059,705.82,85.46,2.8
6060,684.36,85.3,4.26
6061,690.7,86.55,4.15
6062,696.58,85.95,4.01
6063,672.05,86.91,3.79
6064,700.42,84.52,3.71
6065,719.35,84.86,3.2
6066,680.5,85.88,3.68
6067,697.36,84.65,3.63
6068,690.63,86.89,3.66
6069,701.52,86.37,3.1
6070,695.45,86.28,3.42
6071,703.59,86.77,2.82
6072,717.79,86.08,3.15
6073,722.97,85.2,4.29
6074,702.75,85.71,3.36
6075,699.55,84.46,3.38
6076,691.27,86.4,3.15
6077,694.27,84.88,2.99
6078,697.42,85.71,2.45
6079,698.12,86.35,3.32
6080,707.81,86.56,3.47
6081,682.37,84.58,3.85
6082,694.59,85.26,3.26
6083,694.35,85.52,3.69
6084,704.4,86.27,3.36
6085,682.35,87.05,3.29
6086,680.25,83.67,3.43
6087,697.74,85.01,3.52
6088,692.95,84.98,3.37
6089,689.2,84.92,3.8
6090,671.21,84.29,3.95
6091,712.86,85.82,3.49
6092,701.88,87.76,3.58
6093,682.44,85.25,3.41
6094,689.53,85.39,3.75
6095,684.72,84.89,2.84
6096,703.17,83.18,2.23
6097,676.87,86.37,3.43
6098,707.26,86.68,3.98
6099,707.25,86.29,3.78
6100,716.41,85.63,2.5
6101,736.83,85.82,3.71
6102,692.07,85.1,3.31
6103,709.91,85.27,3.2
6104,682.9,85.43,3.19
6105,716.22,85.79,4.0
6106,666.89,85.94,4.48
6107,729.54,85.87,3.05
6108,714.27,86.48,2.95
6109,697.1,85.75,2.61
6110,693.42,86.91,3.11
6111,707.41,84.8,4.0
6112,681.8,84.93,3.5
6113,703.25,85.12,3.39
6114,705.4,84.87,3.14
6115,691.33,84.73,3.89
6116,688.24,89.49,3.34
6117,703.68,85.69,3.78
6118,699.51,85.82,3.93
6119,705.93,85.84,2.92
6120,693.32,85.62,3.04
6121,684.58,83.1,3.89
6122,715.09,86.31,3.42
6123,692.11,84.94,3.52
6124,702.04,85.87,3.46
6125,703.68,85.72,4.16
6126,721.93,86.34,2.9
6127,708.62,86.41,2.81
6128,677.91,85.56,4.05
6129,723.48,85.44,2.38
6130,733.9,87.0,3.37
6131,704.71,84.52,3.83
6132,706.0,85.22,3.64
6133,713.1,83.19,3.14
6134,701.13,83.95,3.73
6135,686.17,86.72,2.41
6136,696.22,86.52,3.14
6137,705.87,85.08,3.52
6138,674.22,84.54,4.03
6139,706.18,85.72,3.57
6140,694.93,88.17,3.12
6141,708.34,87.63,3.9
6142,690.29,86.14,2.72
6143,688.33,86.34,3.57
6144,671.58,84.81,3.98
6145,688.74,84.0,3.65
6146,689.29,85.24,4.38
6147,701.88,85.42,3.64
6148,687.98,85.39,3.52
6149,696.33,85.13,3.53
6150,667.38,84.62,4.05
6151,713.63,87.25,3.76
6152,691.43,85.52,4.02
6153,691.6,84.06,3.03
6154,695.42,85.43,3.68
6155,694.06,84.83,2.91
6156,700.93,83.9,4.17
6157,665.1,86.41,3.64
6158,697.01,85.3,3.18
6159,708.61,84.2,2.65
6160,704.48,85.17,2.96
6161,685.6,83.81,2.94
6162,705.46,86.35,3.01
6163,713.24,84.62,3.31
6164,688.58,86.42,4.2
6165,693.71,83.73,3.26
6166,707.01,86.23,3.44
6167,703.08,86.44,3.01
6168,702.78,86.51,3.73
6169,676.29,85.23,3.8
6170,710.76,87.04,3.33
6171,687.32,84.56,2.96
6172,712.38,85.14,2.82
6173,706.87,85.76,4.08
6174,698.24,86.06,3.13
6175,720.0,85.66,3.36
6176,715.6,85.81,3.42
6177,699.33,86.15,4.59
6178,706.79,87.12,2.71
6179,696.7,85.73,3.34
6180,685.45,85.82,3.29
6181,697.9,86.75,2.91
6182,745.27,85.35,3.7
6183,698.8,86.63,3.5
6184,699.86,84.97,3.53
6185,696.04,85.65,2.98
6186,682.94,86.18,3.18
6187,698.26,84.95,3.99
6188,677.4,84.9,3.24
6189,739.47,84.97,3.38
6190,706.61,84.38,2.09
6191,702.03,86.26,3.45
6192,703.26,84.74,3.21
6193,712.3,84.01,3.26
6194,685.6,85.12,3.55
6195,709.24,85.55,3.19
6196,713.34,85.2,4.31
6197,730.17,85.74,3.19
6198,659.01,85.25,2.98
6199,695.02,84.98,4.07
6200,717.22,85.88,2.89
6201,709.11,85.01,3.58
6202,660.89,85.78,3.68
6203,693.04,84.5,4.26
6204,699.34,85.26,3.27
6205,713.41,85.51,3.69
6206,712.38,87.15,4.0
6207,705.34,83.95,3.65
6208,707.31,84.73,3.8
6209,683.41,85.1,3.99
6210,686.73,86.78,3.8
6211,698.56,84.92,3.38
6212,701.98,84.63,3.2
6213,709.2,86.62,2.71
6214,721.96,85.75,2.96
6215,688.4,84.99,3.22
6216,706.74,86.33,3.61
6217,718.89,84.47,3.99
6218,696.83,86.36,2.48
6219,711.58,86.04,3.84
6220,705.93,84.79,3.58
6221,722.06,86.5,2.94
6222,675.12,84.82,2.51
6223,693.91,87.83,2.94
6224,701.93,85.53,4.24
6225,695.14,85.91,4.91
6226,730.07,85.7,3.83
6227,696.75,85.53,3.99
6228,710.86,85.97,2.69
6229,694.17,85.94,2.86
6230,686.13,86.34,4.13
6231,716.21,86.23,3.54
6232,712.64,85.99,3.9
6233,667.48,86.99,3.58
6234,713.27,84.71,2.41
6235,722.22,86.48,4.19
6236,709.53,87.56,3.85
6237,677.79,85.54,3.73
6238,704.85,86.9,2.95
6239,719.03,86.29,3.62
6240,702.88,85.18,3.63
6241,684.69,84.45,4.13
6242,702.91,83.29,3.07
6243,705.94,86.46,3.92
6244,721.58,85.1,1.89
6245,717.39,86.62,4.29
6246,706.77,85.95,4.25
6247,687.36,84.51,3.53
6248,712.28,84.77,4.04
6249,708.14,86.04,3.12
6250,685.03,85.64,3.96
6251,714.45,84.76,3.49
6252,719.28,85.58,2.93
6253,712.9,87.05,4.49
6254,676.73,85.86,3.21
6255,698.97,86.19,4.1
6256,698.26,86.59,3.49
6257,682.32,84.98,4.21
6258,697.54,84.95,4.05
6259,690.12,85.84,3.78
6260,699.75,85.96,4.3
